Sender,channel,text,url_html,is issue,is comment's issue,is pull request,is comment's pull request,issue or pull another repository,is other issue or pull of another organization,url not found
shyamjvs,minikube,<@U4VMZKRD0> This was discussed in the sig-scale meeting yesterday. The performance tests are passing - the red was just due to an artificial check that we fixed now (ref <https://github.com/kubernetes/kubernetes/issues/51433>),https://github.com/kubernetes/kubernetes/issues/51433,False,False,False,False,True,False,False
mlbiam,minikube,<https://github.com/kubernetes/dashboard/issues/964>,https://github.com/kubernetes/dashboard/issues/964,False,False,False,False,True,False,False
surajd,minikube,<@U2TU9NPH9> <https://github.com/dustymabe/fedpkg-kompose/pull/7>,https://github.com/dustymabe/fedpkg-kompose/pull/7,False,False,False,False,False,True,False
gustavoatt,minikube,Thanks! I think I found the issue <https://github.com/kubernetes/kubernetes/issues/56261>. Is the workaround just restarting the scheduler?,https://github.com/kubernetes/kubernetes/issues/56261,False,False,False,False,True,False,False
frodenas,minikube,"Also, while looking at the open issues I see there’re several to switch from the unversioned API (ie <https://github.com/kubernetes/kubectl/issues/91>). Is there anyone working on them? if not, do you still need some help fixing them?",https://github.com/kubernetes/kubectl/issues/91,False,False,False,False,True,False,False
shadoi,minikube,"Issues we found using <https://github.com/bitly/oauth2_proxy/pull/389> were: 
1. Doesn't include the RedirectURL in the oauth2 config
2. Doesn't include the token in the Authorization header",https://github.com/bitly/oauth2_proxy/pull/389,False,False,False,False,False,True,False
anupn,minikube,"Hi <@U215HJK16>: right now my kubernetes PR <https://github.com/kubernetes/kubernetes/pull/54833> failed two gate jobs 1. pull-kubernetes-unit 2. pull-kubernetes-verify. Is that expected, as you said scripts for updating docs is under revision? Inside pull-kubernetes-verify logs I see that verify-gofmt.sh failed. Do I have to run that script as well?",https://github.com/kubernetes/kubernetes/pull/54833,False,False,False,False,True,False,False
mmichael,minikube,This is the PR that broke kueproxy that we are trying to merge today <https://github.com/kubernetes/kubernetes/pull/56529>,https://github.com/kubernetes/kubernetes/pull/56529,False,False,False,False,True,False,False
artmr,minikube,"Federated service discovery failed in hybrid cloud: OpenStack + GKE:
<https://github.com/kubernetes/kubernetes/issues/55326>",https://github.com/kubernetes/kubernetes/issues/55326,False,False,False,False,True,False,False
aveshagarwal,minikube,"<@U762JN8RG> i think sig-apps would be faster to get response on this, but may be this issue is related: <https://github.com/kubernetes/kubernetes/issues/42649>",https://github.com/kubernetes/kubernetes/issues/42649,False,False,False,False,True,False,False
jell,minikube,be aware that hyperkube not always passes all flags to underlying commands. i mean - hyperkube binary. (e.g. <https://github.com/kubernetes/kubernetes/issues/54424> ),https://github.com/kubernetes/kubernetes/issues/54424,False,False,False,False,True,False,False
tpepper,minikube,<@U1W1Q6PRQ> and <@U09R2FL93> as y’all do chart of the week can you think of a few examples to describe in response to <https://github.com/cncf/devstats/issues/35#issuecomment-354559720>,https://github.com/cncf/devstats/issues/35#issuecomment-354559720,False,False,False,False,False,True,False
djmm,minikube,I guess it didn't take long to hit this -<https://github.com/kubernetes/kubernetes/pull/55494#pullrequestreview-75839867>.  Will send PRs shortly.,https://github.com/kubernetes/kubernetes/pull/55494#,False,False,False,False,True,False,False
dims,minikube,<@U09SJ9AH0> <@U09R2LQ8Y> Can one of you please bless <https://github.com/kubernetes/kubernetes/pull/54030> and unblock the go 1.9 effort? I can’t seem to reach <@U0A69N5GQ> who is the ONLY approver/reviewer in plugin/pkg/admission/OWNERS,https://github.com/kubernetes/kubernetes/pull/54030,False,False,False,False,True,False,False
cxing,minikube,"<@U6U1P2RL4> I'm working on the next version of the static provisioner. Here's the WIP design doc and ongoing discussions:
<https://github.com/kubernetes/community/pull/1105>",https://github.com/kubernetes/community/pull/1105,False,False,False,False,True,False,False
fejta,minikube,<https://github.com/kubernetes/test-infra/issues/5848>,https://github.com/kubernetes/test-infra/issues/5848,False,False,False,False,True,False,False
typositoire,minikube,<https://github.com/kubernetes/kubernetes/issues/32839>,https://github.com/kubernetes/kubernetes/issues/32839,False,False,False,False,True,False,False
jdumars,minikube,<@U0CBHE6GM> sorry for the continual PR reviews... <https://github.com/kubernetes/sig-release/pull/63>,https://github.com/kubernetes/sig-release/pull/63,False,False,False,False,True,False,False
shiywang,minikube,"<@U0DT1BQJ3> hi, there’re lots of dependency need to be split, <https://github.com/kubernetes/kubectl/issues/83> i’m only working on one of them now, feel free to pick it up, just leave a comment about which one you will take a look : )",https://github.com/kubernetes/kubectl/issues/83,False,False,False,False,True,False,False
heckj,minikube,"<@U3KRE78GN> it looks like the new auto-generated/README.md is causing our travis preview verifications to fail, see <https://travis-ci.org/kubernetes/website/builds/292456196> for an example, based on the PR at <https://github.com/kubernetes/website/pull/6040>. I haven't fiddled with the verify-title-header script at all, but I suspect we at least want to include this README.md in some exclusion set",https://github.com/kubernetes/website/pull/6040,False,False,False,False,True,False,False
foxish,minikube,<@U5LM5PESX> - <https://github.com/apache-spark-on-k8s/spark-integration/pull/6> PTAL,https://github.com/apache-spark-on-k8s/spark-integration/pull/6,False,False,False,False,False,True,False
fxpester,minikube,thats is <https://github.com/kubernetes-incubator/kubespray/pull/1886>,https://github.com/kubernetes-incubator/kubespray/pull/1886,False,False,False,False,False,True,False
chrislovecnm,minikube,see <https://github.com/kubernetes/community/issues/1514>,https://github.com/kubernetes/community/issues/1514,False,False,False,False,True,False,False
mkumatag,minikube,Submitted one more PR for multi arch image catalog - <https://github.com/kubernetes/kubernetes/pull/45074>,https://github.com/kubernetes/kubernetes/pull/45074,False,False,False,False,True,False,False
bentheelder,minikube,done in <https://github.com/kubernetes/test-infra/pull/6052>,https://github.com/kubernetes/test-infra/pull/6052,False,False,False,False,True,False,False
ichekrygin,minikube,i opened <https://github.com/kubernetes/kubernetes/issues/54448>,https://github.com/kubernetes/kubernetes/issues/54448,False,False,False,False,True,False,False
sefmutari1,minikube,"Actually, using kubeconf + mounting certs + proxy worked . However, there is another issue our api-server and kubelete don't have cloud-provider=aws set and we are having similar to this issue <https://github.com/kubernetes/autoscaler/issues/144>",https://github.com/kubernetes/autoscaler/issues/144,False,False,False,False,True,False,False
frobware,minikube,<@U4723UJL8> I am now going to take a look at <https://github.com/kubernetes/kubernetes/issues/54574>,https://github.com/kubernetes/kubernetes/issues/54574,False,False,False,False,True,False,False
andrew.jefferson,minikube,I created an issue here: <https://github.com/kubernetes/kubernetes/issues/56573>,https://github.com/kubernetes/kubernetes/issues/56573,False,False,False,False,True,False,False
tcharding,minikube,<https://github.com/kubernetes/kubernetes/pull/51242>,https://github.com/kubernetes/kubernetes/pull/51242,False,False,False,False,True,False,False
eamon824,minikube,"hey <@U45JX5RPA> so I had a look through that open source tectonic installer repository, I don't think it's meant as a way to circumvent paying CoreOS :disappointed: ... nice terraform installers though. See below from two weeks ago. <https://github.com/coreos/tectonic-installer/pull/2629>

The Tectonic Installer is now undergoing some major architectural changes. Since our focus will be on these new changes and the complete Tectonic product, we are removing the 'Vanilla Kubernetes' mode of installation for the time being. Once the architectural changes are complete we will reevaluate the best way to support this feature going forward. If you would like to use 'vanilla Kubernetes' mode, we suggest using an older version of the installer versioned 1.8.4 or lower.",https://github.com/coreos/tectonic-installer/pull/2629,False,False,False,False,False,True,False
tamal,minikube,"Hi, does this feature request sounds reasonable to api-machinery folks ? <https://github.com/kubernetes/client-go/issues/297>",https://github.com/kubernetes/client-go/issues/297,False,False,False,False,True,False,False
maciaszczykm,minikube,"You need to pass it inside request header, we have to describe it a little bit in our docs, but you can have a short read here: <https://github.com/kubernetes/dashboard/pull/1539>",https://github.com/kubernetes/dashboard/pull/1539,False,False,False,False,True,False,False
fish,minikube,<@U0LK5J4NQ> I've filled <https://github.com/kubernetes/kubernetes/issues/57660> for this,https://github.com/kubernetes/kubernetes/issues/57660,False,False,False,False,True,False,False
luxas,minikube,Woot! CoreDNS is ready to merge <https://github.com/kubernetes/kubernetes/pull/52501>,https://github.com/kubernetes/kubernetes/pull/52501,False,False,False,False,True,False,False
gakki,minikube,"Hi, can someone help me approve this patch:
<https://github.com/kubernetes/kubernetes/pull/51314>",https://github.com/kubernetes/kubernetes/pull/51314,False,False,False,False,True,False,False
sleepybrett,minikube,<https://github.com/golang/go/issues/18639>,https://github.com/golang/go/issues/18639,False,False,False,False,False,True,False
connor,minikube,FYI: would love to get this PR in for v1.9 if possible. It’s removing a feature we deprecated in v1.8 (opaque integer resources). <https://github.com/kubernetes/kubernetes/pull/55103>,https://github.com/kubernetes/kubernetes/pull/55103,False,False,False,False,True,False,False
porridge,minikube,I have a little (~100 line) Python script which parses an e2e build-log.txt and shows which tests overlapped with a given time period (<https://github.com/kubernetes/kubernetes/issues/55779#issuecomment-353313279>). What would be a good place to check it in?,https://github.com/kubernetes/kubernetes/issues/55779#issuecomment-353313279,False,False,False,False,True,False,False
renaud,minikube,<https://github.com/kubernetes/kubernetes/issues/56022>,https://github.com/kubernetes/kubernetes/issues/56022,False,False,False,False,True,False,False
chrislovecnm,minikube,Maybe <https://github.com/kubernetes/test-infra/issues/1906>,https://github.com/kubernetes/test-infra/issues/1906,False,False,False,False,True,False,False
jberkus,minikube,"hey, status check on PR <https://github.com/kubernetes/kubernetes/pull/50603> <@U09SJ9AH0> <@U0ADD3KAN> <@U3MC7NGP8> This PR does not appear to be a critical blocker and has not been updated in days.  As such, it's about to be bumped from 1.9.  Any reason it shouldn't be?",https://github.com/kubernetes/kubernetes/pull/50603,False,False,False,False,True,False,False
spiffxp,minikube,"FYI pretty much every release-blocking GKE-related job has been failing since the 2nd, does anyone know why? <https://github.com/kubernetes/kubernetes/issues/55189>",https://github.com/kubernetes/kubernetes/issues/55189,False,False,False,False,True,False,False
luxas,minikube,<@U0Y7A2MME> re: <https://github.com/kubernetes/kubernetes/pull/56535> did you see the comment about the unit test?,https://github.com/kubernetes/kubernetes/pull/56535,False,False,False,False,True,False,False
chrislovecnm,minikube,<@U3058A095> can I remove the hold on <https://github.com/kubernetes/kops/pull/4168>,https://github.com/kubernetes/kops/pull/4168,False,False,False,False,True,False,False
feisky,minikube,that is the issue <https://github.com/kubernetes/kubernetes/issues/56898>,https://github.com/kubernetes/kubernetes/issues/56898,False,False,False,False,True,False,False
loganasherjones,minikube,"I have no clue if this is the right place to ask or not, but I'm trying to use a `StorageClass` backed by the `cephfs-provisioner` which seems to be working so long as the pod requesting the resources is running as root, but I'm trying to run `prometheus-operator` which specifies a `securityContext` with `fsGroup`, `runAsNonRoot` and `runAsUser` set. This ends up with a permission denied error similar to (<https://github.com/coreos/prometheus-operator/issues/830>). As far as I understand, I _think_ the `cephfs-provisioner` is just not respecting the `securityContext`. Is my understanding correct? Is the `cephfs-provisioner` supposed to handle this or do I need to fix it in a different way?",https://github.com/coreos/prometheus-operator/issues/830,False,False,False,False,False,True,False
vikasc,minikube,"<@U0AGURFHS> <@U5W01M1D1> If undecided yet, would be happy to take ownership of either of 1 or 2, <https://github.com/kubernetes/kubernetes/pull/55088#issuecomment-343272461>",https://github.com/kubernetes/kubernetes/pull/55088#issuecomment-343272461,False,False,False,False,True,False,False
qiming,minikube,<https://github.com/kubernetes/kubernetes/issues/56398>,https://github.com/kubernetes/kubernetes/issues/56398,False,False,False,False,True,False,False
ifilonenko,minikube,"you know it :slightly_smiling_face: 
<https://github.com/apache/spark/pull/19468>
<https://github.com/apache/spark/pull/19717>
<https://github.com/apache/spark/pull/19946>
<https://github.com/apache/spark/pull/19954>",https://github.com/apache/spark/pull/19468,False,False,False,False,False,True,False
mhausenblas,minikube,"Up to 1.6 it was indeed 3 and 5 min, see for example <https://github.com/kubernetes/kubernetes/issues/44202>",https://github.com/kubernetes/kubernetes/issues/44202,False,False,False,False,True,False,False
derekwaynecarr,minikube,<@U2A66TRQQ> approved <https://github.com/kubernetes/kubernetes/pull/55338>,https://github.com/kubernetes/kubernetes/pull/55338,False,False,False,False,True,False,False
jdumars,minikube,Communications Coordinator role guide PR is up:  <https://github.com/kubernetes/sig-release/pull/66>,https://github.com/kubernetes/sig-release/pull/66,False,False,False,False,True,False,False
carlos.panato,minikube,i saw this one: <https://github.com/kubernetes/test-infra/issues/5283>,https://github.com/kubernetes/test-infra/issues/5283,False,False,False,False,True,False,False
steveperry-53,minikube,"<@U3Q2NPH2S> <@U0B9MPWSE> <@U1RMZJ4RM> I'm one of the writers for the docs at <http://kubernetes.io|kubernetes.io>. I'm trying to learn how to generate the docs for the federation API and the federation components like kubefed. I've found some scripts and tried running them, but I keep running into errors. Could you point me to instructions that show how to do this from the ground up?
We are trying to get to the point where we understand all of the ways that ref docs are generated. And I'm working on this PR to get the generation processes documented: <https://github.com/kubernetes/website/pull/6366>",https://github.com/kubernetes/website/pull/6366,False,False,False,False,True,False,False
roffe,minikube,<https://github.com/kubernetes/kubernetes/issues/54476>,https://github.com/kubernetes/kubernetes/issues/54476,False,False,False,False,True,False,False
nrock,minikube,"Has anyone tested how many services are supported with the IPVS base in-cluster service load balancing added for 1.8 (<https://github.com/kubernetes/kubernetes/pull/46580>)? I believe the goal is 50,000 services.",https://github.com/kubernetes/kubernetes/pull/46580,False,False,False,False,True,False,False
liggitt,minikube,a separate component would make more sense (e.g. <https://github.com/kubernetes/kubernetes/issues/3481>),https://github.com/kubernetes/kubernetes/issues/3481,False,False,False,False,True,False,False
tarifrr,minikube,<https://github.com/kubernetes/minikube/issues/2256>,https://github.com/kubernetes/minikube/issues/2256,True,False,False,False,False,False,False
dbarrett,minikube,"<@U7XJY45GR> <https://github.com/Azure/ACS/issues/80> this talks a bit about the AKS/ACS relationship, sadly not much clarity.",https://github.com/Azure/ACS/issues/80,False,False,False,False,False,True,False
goodwill,minikube,"<@U09R4NHC7>: now that <https://github.com/rkt/rkt/issues/2937> is fixed, any thought if it will make it into the k8s code?",https://github.com/rkt/rkt/issues/2937,False,False,False,False,False,True,False
jvallejo,minikube,PRs can be found here: <https://github.com/kubernetes/kubernetes/pull/50113> and here: <https://github.com/kubernetes/kubernetes/pull/50394>,https://github.com/kubernetes/kubernetes/pull/50394,False,False,False,False,True,False,False
kruczjak,minikube,"<https://github.com/kubernetes/kops/pull/3944> - in master, you can try to just use it",https://github.com/kubernetes/kops/pull/3944,False,False,False,False,True,False,False
chrishiestand,minikube,"This thread <https://github.com/kubernetes/kubernetes/issues/48938> makes it sound like  `iptables-save | grep -E '^-A KUBE-SERVICES' | wc -l` is the factor you care about, being less than 10k? And that in my context you’d want `n` number of nodes times `p` number of ports in the NodePort service to be less than 10k, i.e. `n*p &lt; 10k`.  Or do you only care about `p &lt; 10k` and not about `n` in this case?",https://github.com/kubernetes/kubernetes/issues/48938,False,False,False,False,True,False,False
rowleyaj,minikube,"Hey folks. I caught the tail end of the sig meeting, but didn't want to just randomly speak. I've raised a PR for something that was brought up in the 11/21 meeting re <https://github.com/kubernetes/website/issues/5930>",https://github.com/kubernetes/website/issues/5930,False,False,False,False,True,False,False
renaud,minikube,<https://github.com/kubernetes/kubernetes/pull/54019>,https://github.com/kubernetes/kubernetes/pull/54019,False,False,False,False,True,False,False
jake.livewyer,minikube,"just reading back, statefulsets don't appear to schedule correctly, <https://github.com/kubernetes/kubernetes/issues/54370>",https://github.com/kubernetes/kubernetes/issues/54370,False,False,False,False,True,False,False
ivangelarry,minikube,ReplicaSet <https://github.com/kubernetes/website/pull/6588>,https://github.com/kubernetes/website/pull/6588,False,False,False,False,True,False,False
jessesuen,minikube,"Can someone explain the `controller` field in ownerReferences? e.g.:
```
  - apiVersion: <http://workflows.argoproj.io|workflows.argoproj.io>
    blockOwnerDeletion: true
    controller: true
    kind: Workflow
    name: hello-world-fwr28
    uid: e0f89c23-f1dc-11e7-9bef-06b1d000076b
```
A user hit a SIGSEGV in k8s 1.8.5 scheduler when `controller: true` was omitted. I’m unclear about the meaning of `controller: true` and if our controller should be setting it or not.
<https://github.com/argoproj/argo/issues/656>",https://github.com/argoproj/argo/issues/656,False,False,False,False,False,True,False
sttts,minikube,<@U0AH4GABW> who can merge &amp; redeploy <http://k8s.io|k8s.io>? <https://github.com/kubernetes/k8s.io/pull/94>,https://github.com/kubernetes/k8s.io/pull/94,False,False,False,False,True,False,False
surajnarwade,minikube,<@U10KRBVHN>  <@U2TU9NPH9> <@U0DE6E8JY>  needs review on this one <https://github.com/kubernetes-incubator/kompose/pull/590>,https://github.com/kubernetes-incubator/kompose/pull/590,False,False,False,False,False,True,False
rjmorse,minikube,"bubbling this up, this PR needs a review by those capable to do so: <https://github.com/kubernetes/kubernetes/pull/55496>",https://github.com/kubernetes/kubernetes/pull/55496,False,False,False,False,True,False,False
dineshgovindasamy,minikube,<https://github.com/kubernetes/kubernetes/pull/51064>,https://github.com/kubernetes/kubernetes/pull/51064,False,False,False,False,True,False,False
jberkus,minikube,<https://github.com/kubernetes/kubernetes/pull/56679>,https://github.com/kubernetes/kubernetes/pull/56679,False,False,False,False,True,False,False
sokoow,minikube,can somebody tell me whether this is something I need to be worried about  please? <https://github.com/kubernetes/kubernetes/issues/55867>,https://github.com/kubernetes/kubernetes/issues/55867,False,False,False,False,True,False,False
kfox1111,minikube,<https://github.com/kubernetes/dashboard/issues/2464>,https://github.com/kubernetes/dashboard/issues/2464,False,False,False,False,True,False,False
spiffxp,minikube,<@U0EPBBM2P> filed <https://github.com/kubernetes/test-infra/issues/5985>,https://github.com/kubernetes/test-infra/issues/5985,False,False,False,False,True,False,False
vikasc,minikube,"Can someone please lgtm this one, <https://github.com/kubernetes/kubernetes/pull/55692>",https://github.com/kubernetes/kubernetes/pull/55692,False,False,False,False,True,False,False
clewis,minikube,I submitted my issue: <https://github.com/kubernetes/kubernetes/issues/53670>,https://github.com/kubernetes/kubernetes/issues/53670,False,False,False,False,True,False,False
erwbgy,minikube,<https://github.com/kubernetes/website/pull/6598>,https://github.com/kubernetes/website/pull/6598,False,False,False,False,True,False,False
topol,minikube,Added a pull request for adding Namespace to glossary <https://github.com/kubernetes/website/pull/6576>,https://github.com/kubernetes/website/pull/6576,False,False,False,False,True,False,False
4nishantkumar,minikube,"i got my cluster working using bastation. 
actually i got confused becz when i created cluster kops said, ssh to the master: ssh -i ~/.ssh/id_rsa admin@api.cluster.k8s.local . unfortunately this won’t work in my case(now i know) i was thinking that there is someting wrong in my config :slightly_smiling_face: also when tried to create cluster using --bastation flag it failed. due to <https://github.com/kubernetes/kops/issues/2881> . it was a mesh situation for me. thanks <@U65H6P4PM> for helping me out.",https://github.com/kubernetes/kops/issues/2881,False,False,False,False,True,False,False
dbhanushali,minikube,Can someone please take a look at this one please? <https://github.com/kubernetes/kubernetes/issues/54129>,https://github.com/kubernetes/kubernetes/issues/54129,False,False,False,False,True,False,False
fabianofranz,minikube,<@U0DUJJU3Y> do you remember seeing this one while working on tests? <https://github.com/kubernetes/kubernetes/issues/49460>,https://github.com/kubernetes/kubernetes/issues/49460,False,False,False,False,True,False,False
cprenzberg,minikube,Hey guys. I posted earlier but I'll try again. The official 1.8 changelog states that heapster has been deprecated for autoscaling in favor of a resource metrics api. I currently use kubernetes 1.8.3 and i'm having issues getting my horizontal pod autoscalers consume metrics from heapster. I have posted logs and various configs in the following issue <https://github.com/kubernetes/heapster/issues/1908>,https://github.com/kubernetes/heapster/issues/1908,False,False,False,False,True,False,False
steveperry-53,minikube,I pulled master into release-1.9. But we're still having the problem illustrated here: <https://github.com/kubernetes/website/pull/6239>,https://github.com/kubernetes/website/pull/6239,False,False,False,False,True,False,False
jberkus,minikube,"hey, can anyone do a status update on <https://github.com/kubernetes/kubernetes/issues/56686> ? <@U0YJS6LHL> <@U4H2924GN>  I realize people are in transit to Kubecon, but if someone could take a look at that, it would be great",https://github.com/kubernetes/kubernetes/issues/56686,False,False,False,False,True,False,False
praseodym,minikube,<@U0BM389D4> any comments about <https://github.com/kubernetes/kubernetes/pull/54016> ?,https://github.com/kubernetes/kubernetes/pull/54016,False,False,False,False,True,False,False
sami,minikube,"That was my feeling as well .. it seems someone did it following the official guide <https://github.com/kubernetes/kubernetes.github.io/issues/2033> 
But when following that approach I got stuck at starting kubelet to talk to the api server on the master node.

 ```
...
I0801 15:42:58.197111    4728 kubelet.go:267] Watching apiserver
E0801 15:42:58.396042    4728 reflector.go:199] <http://k8s.io/kubernetes/pkg/kubelet/config/apiserver.go:47|k8s.io/kubernetes/pkg/kubelet/config/apiserver.go:47>: Failed to list *v1.Pod: Get http
s://api.internal.myfirstcluster.k8s.local/api/v1/pods?fieldSelector=spec.nodeName%3Dip-172-20-56-58.eu-west-1.compute.internal&amp;resourc
eVersion=0: dial tcp: lookup api.internal.myfirstcluster.k8s.local: no such host
...
 ```",https://github.com/kubernetes/kubernetes.github.io/issues/2033,False,False,False,False,True,False,False
kk.sriram,minikube,"<@U09SJ9AH0> <@U0FRN7L13> 

I thought so based on this 
<https://github.com/kubernetes/kubernetes/pull/55684#issuecomment-351912974>

I just looked at the 1.10 schedule and would really like to get this in 1.10 as alpha. 

So as more grizzled veterans of the release process, any guidance you can give me to meet that goal, is goodness. ",https://github.com/kubernetes/kubernetes/pull/55684#issuecomment-351912974,False,False,False,False,True,False,False
renaud,minikube,"Also and this is a side point <@U5W01M1D1>, if we have time to push for a new feature how about we merge all the refactors PRs out there (that have gotten several reviews) such as:
- Endpoints <https://github.com/kubernetes/kubernetes/pull/52616>
- Pod devices <https://github.com/kubernetes/kubernetes/pull/56284>
- Stub Device Plugin <https://github.com/kubernetes/kubernetes/pull/52612>
- Checkpointing <https://github.com/kubernetes/kubernetes/pull/55382>
- Tests <https://github.com/kubernetes/kubernetes/pull/55692>
- More tests <https://github.com/kubernetes/kubernetes/pull/55921>",https://github.com/kubernetes/kubernetes/pull/56284,False,False,False,False,True,False,False
cdrage,minikube,"mention bot has been working well, but could <@U10KRBVHN> or <@U3R8AEEQG> give a quick review on: <https://github.com/kubernetes/kompose/pull/731> <https://github.com/kubernetes/kompose/pull/728> and <https://github.com/kubernetes/kompose/pull/727>",https://github.com/kubernetes/kompose/pull/728,False,False,False,False,True,False,False
spiffxp,minikube,<https://github.com/kubernetes/contrib/pull/2701> should we have tide exclude `needs-rebase` PR's?,https://github.com/kubernetes/contrib/pull/2701,False,False,False,False,True,False,False
shyamjvs,minikube,<@U09R2FL93> <@U09R2MLPK> Does <https://github.com/kubernetes/features/pull/445> LG? The regression part is actually still WIP,https://github.com/kubernetes/features/pull/445,False,False,False,False,True,False,False
cdrage,minikube,"mention bot has been working well, but could <@U10KRBVHN> or <@U3R8AEEQG> give a quick review on: <https://github.com/kubernetes/kompose/pull/731> <https://github.com/kubernetes/kompose/pull/728> and <https://github.com/kubernetes/kompose/pull/727>",https://github.com/kubernetes/kompose/pull/727,False,False,False,False,True,False,False
ntfrnzn,minikube,"<@U0ED3J9G8> re <https://github.com/kubernetes/minikube/issues/1926>, do you know if there's a way to recover an existing stopped minikube when seeing  ""Error starting stopped host: IP address never found"" ?  I want to avoid deleting my current minikube since it's got some configuration in it right now &amp; and cost time to recreate.",https://github.com/kubernetes/minikube/issues/1926,True,False,False,False,False,False,False
qiming,minikube,<@U5W01M1D1> I'd like to hear your comments on <https://github.com/kubernetes/kubernetes/pull/56398>,https://github.com/kubernetes/kubernetes/pull/56398,False,False,False,False,True,False,False
hari.sanker,minikube,Getting an error while testing <https://github.com/kubernetes/dashboard/pull/2249> in local machine with following yaml.,https://github.com/kubernetes/dashboard/pull/2249,False,False,False,False,True,False,False
vinhags,minikube,I believe this is related to this issues: <https://github.com/kubernetes/kubernetes/issues/53566>,https://github.com/kubernetes/kubernetes/issues/53566,False,False,False,False,True,False,False
rjmorse,minikube,<@U7Q4ECUHM> you might want to see if anything stands out in <https://github.com/Microsoft/SDN/pull/139> (updated instructions) from <@U78C6H16F> but otherwise I don't have much to offer,https://github.com/Microsoft/SDN/pull/139,False,False,False,False,False,True,False
obristow,minikube,"Thanks, I created a [PR](<https://github.com/kubernetes/kompose/pull/896>) to add `kompose.expose.tls-secret`",https://github.com/kubernetes/kompose/pull/896,False,False,False,False,True,False,False
liggitt,minikube,(Re <https://github.com/kubernetes/kubernetes/pull/57472>),https://github.com/kubernetes/kubernetes/pull/57472,False,False,False,False,True,False,False
bentheelder,minikube,"<@U4QFZFMCM> is adding help text to a new live Prow plugin help page here and could use some ContribEx review :slightly_smiling_face:
<https://github.com/kubernetes/test-infra/pull/5771#issuecomment-349187812>",https://github.com/kubernetes/test-infra/pull/5771#issuecomment-349187812,False,False,False,False,True,False,False
tianshapjq,minikube,<https://github.com/kubernetes/kubernetes/issues/16435>,https://github.com/kubernetes/kubernetes/issues/16435,False,False,False,False,True,False,False
spzala,minikube,<https://github.com/kubernetes/website/pull/6573> review request,https://github.com/kubernetes/website/pull/6573,False,False,False,False,True,False,False
tarifrr,minikube,<https://github.com/kubernetes/minikube/issues/2256>,https://github.com/kubernetes/minikube/issues/2256,True,False,False,False,False,False,False
tj.zimmerman,minikube,I've just added this comment as well: <https://github.com/Azure/acs-engine/issues/1621#issuecomment-344748520>,https://github.com/Azure/acs-engine/issues/1621#issuecomment-344748520,False,False,False,False,False,True,False
roffe,minikube,<https://github.com/kubernetes/kubernetes/issues/52973>,https://github.com/kubernetes/kubernetes/issues/52973,False,False,False,False,True,False,False
liggitt,minikube,<https://github.com/kubernetes/kubernetes/pull/57755>,https://github.com/kubernetes/kubernetes/pull/57755,False,False,False,False,True,False,False
stealthybox,minikube,"<@U85AQG563>/<@U0BM389D4>: Here’s that issue:
<https://github.com/kubernetes/kubernetes/issues/57184>",https://github.com/kubernetes/kubernetes/issues/57184,False,False,False,False,True,False,False
fabianofranz,minikube,<@U0DUJJU3Y> <https://github.com/kubernetes/kubernetes/pull/51137>,https://github.com/kubernetes/kubernetes/pull/51137,False,False,False,False,True,False,False
jaredb,minikube,Volume glossary entry: <https://github.com/kubernetes/website/pull/6579>,https://github.com/kubernetes/website/pull/6579,False,False,False,False,True,False,False
sttts,minikube,Hi! anybody here who can approve a kubectl translation file? <https://github.com/kubernetes/kubernetes/pull/51867>,https://github.com/kubernetes/kubernetes/pull/51867,False,False,False,False,True,False,False
mengqiy,minikube,I'm suprised if <https://github.com/kubernetes/kubernetes/pull/52382> doesn't fix the failing test. cc: <@U5UDXKJJG>,https://github.com/kubernetes/kubernetes/pull/52382,False,False,False,False,True,False,False
rsquared,minikube,<@U2KBT7MFY> Looks like kubeadm 1.8.4 packages have broken deps: <https://github.com/kubernetes/kubeadm/issues/603>,https://github.com/kubernetes/kubeadm/issues/603,False,False,False,False,True,False,False
theobolo,minikube,<https://github.com/kubernetes/kubernetes/issues/23896>,https://github.com/kubernetes/kubernetes/issues/23896,False,False,False,False,True,False,False
chen-li,minikube,"hi, I think this one should stay open: <https://github.com/kubernetes/kubernetes/issues/43788>, anyone can help ?",https://github.com/kubernetes/kubernetes/issues/43788,False,False,False,False,True,False,False
dims,minikube,<@U0BGPQ6DS> so just resurrecting the old <https://github.com/kubernetes/kubernetes/pull/33549/> seems to be the best way to go then,https://github.com/kubernetes/kubernetes/pull/33549,False,False,False,False,True,False,False
paul778,minikube,Does anyone have a workaround for this <https://github.com/kubernetes/helm/issues/2948> ?,https://github.com/kubernetes/helm/issues/2948,False,False,False,False,True,False,False
justinsb,minikube,Thanks for the tips on CNI <@U7S8MD5G8>... will have to spin this up in kops <https://github.com/kubernetes/kops/issues/3964>,https://github.com/kubernetes/kops/issues/3964,False,False,False,False,True,False,False
perotinus,minikube,<https://github.com/kubernetes/cluster-registry/pull/144>,https://github.com/kubernetes/cluster-registry/pull/144,False,False,False,False,True,False,False
shyamjvs,minikube,"Guess you're referring to these:
<https://github.com/kubernetes/kubernetes/issues/47865>
<https://github.com/kubernetes/kubernetes/issues/47899>",https://github.com/kubernetes/kubernetes/issues/47899,False,False,False,False,True,False,False
